Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tacoma,Bainbridge,Colman,04:45,04:47,05:18,05/27/2026,
Tacoma,Colman,Bainbridge,05:30,05:30,06:02,05/27/2026,
Tacoma,Bainbridge,Colman,06:20,06:21,06:54,05/27/2026,
Tacoma,Colman,Bainbridge,07:05,07:09,07:41,05/27/2026,
Tacoma,Bainbridge,Colman,07:55,08:03,08:34,05/27/2026,
Tacoma,Colman,Bainbridge,08:45,08:52,09:24,05/27/2026,
Tacoma,Bainbridge,Colman,09:40,09:45,10:18,05/27/2026,
Tacoma,Colman,Bainbridge,10:40,10:43,11:20,05/27/2026,
Tacoma,Bainbridge,Colman,11:30,11:46,12:18,05/27/2026,
Tacoma,Colman,Bainbridge,12:25,12:40,13:14,05/27/2026,
Tacoma,Bainbridge,Colman,13:15,13:39,14:10,05/27/2026,
Tacoma,Colman,Bainbridge,14:05,14:31,15:03,05/27/2026,
Tacoma,Bainbridge,Colman,14:55,15:35,16:06,05/27/2026,
Tacoma,Colman,Bainbridge,15:50,16:32,17:04,05/27/2026,
Tacoma,Bainbridge,Colman,17:35,17:36,18:08,05/27/2026,
Tacoma,Colman,Bainbridge,18:30,18:34,19:09,05/27/2026,
Tacoma,Bainbridge,Colman,19:20,19:39,20:10,05/27/2026,
Tacoma,Colman,Bainbridge,20:15,20:24,20:56,05/27/2026,
Tacoma,Bainbridge,Colman,21:00,21:12,21:43,05/27/2026,
Tacoma,Colman,Bainbridge,22:05,22:09,22:43,05/27/2026,
Tacoma,Bainbridge,Colman,23:30,23:45,00:16,05/27/2026,
Tacoma,Colman,Bainbridge,00:15,00:29,01:01,05/28/2026,
Tacoma,Bainbridge,Colman,00:55,01:08,01:38,05/28/2026,
Tacoma,Colman,Bainbridge,01:35,01:44,02:15,05/28/2026,
Tacoma,Bainbridge,Colman,04:45,04:46,05:21,05/28/2026,
Tacoma,Colman,Bainbridge,05:30,05:32,06:04,05/28/2026,
Tacoma,Bainbridge,Colman,06:20,06:23,06:56,05/28/2026,
Tacoma,Colman,Bainbridge,07:05,07:10,07:42,05/28/2026,
Tacoma,Bainbridge,Colman,07:55,08:01,08:34,05/28/2026,
Tacoma,Colman,Bainbridge,08:45,08:54,09:26,05/28/2026,
Tacoma,Bainbridge,Colman,09:40,09:41,10:12,05/28/2026,
Tacoma,Colman,Bainbridge,10:40,10:42,11:13,05/28/2026,
Tacoma,Bainbridge,Colman,11:30,11:33,12:03,05/28/2026,
Tacoma,Colman,Bainbridge,12:25,12:27,12:58,05/28/2026,
Tacoma,Bainbridge,Colman,13:15,13:18,13:49,05/28/2026,
Tacoma,Colman,Bainbridge,14:05,14:13,14:45,05/28/2026,
Tacoma,Bainbridge,Colman,14:55,15:12,15:44,05/28/2026,
Tacoma,Colman,Bainbridge,15:50,16:06,16:38,05/28/2026,
Tacoma,Bainbridge,Colman,16:45,17:02,17:32,05/28/2026,
Tacoma,Colman,Bainbridge,17:45,17:56,18:28,05/28/2026,
Tacoma,Bainbridge,Colman,18:40,18:45,19:16,05/28/2026,
Tacoma,Colman,Bainbridge,19:30,19:30,20:03,05/28/2026,
Tacoma,Bainbridge,Colman,20:20,20:21,20:53,05/28/2026,
Tacoma,Colman,Bainbridge,21:20,21:22,22:11,05/28/2026,
Tacoma,Bainbridge,Colman,22:00,22:10,22:42,05/28/2026,
Tacoma,Colman,Bainbridge,22:50,22:53,23:24,05/28/2026,
